	KH2PO4	NH4Cl	KCl	MgSO4*7H2O	ZnSO4·7H2O	H3BO3	MnCl2·4H2O	FeSO4·7H2O	CoCl2·6H2O	CuSO4·5H20	Na2MoO4·2H2O	Na4EDTA	biotin	pyridoxine	thiamine	riboflavin	para-aminobenzoic acid	nicotinic acid
0	0.9037678540641512	0.4941540127862569	0.6963700377883221	0.8168736549099936	0.8005115212126596	0.27650847956426783	0.6194522195099119	0.3410467043070262	0.3934565405305407	0.5081078895351294	0.5837539858302773	0.9474877839866986	-0.1400972823039398	0.3403655990571306	0.4540539683513263	0.4526243639119145	0.5268370424534009	0.2665680732352895
1	-0.41463356093375875	-0.12213741714683524	0.6639886768855603	0.35351783155090577	-0.008669062528038923	0.5789598519189584	0.7256807928314987	0.9405112008039862	0.8375043495562351	-0.03543020990417137	0.6344685285215802	0.7887912067297125	0.04069611922059152	0.07190311166899879	0.337124786766698	-0.12323087764567761	0.7138317603969269	0.7146475057039198
2	0.4392686397335728	0.11249778211292694	0.48150121602708773	0.784816892931207	0.14657629410952125	0.9548605068478295	0.21082297487244153	0.054241000452856986	0.9739172446810049	0.14417749028052776	0.05527188816333278	-0.16481364315284636	0.5598372146998145	0.7649924697018841	0.348348978807266	0.1360154826171561	0.22301147281404024	0.6333114043222337
3	-0.4684887697332647	0.4081482066379012	0.7984456529837323	-0.015863570672289606	0.634869586844257	-0.06402512541339078	0.6883208099594857	0.8450251306555856	0.718681617964271	0.04924059174805831	0.10940645191797391	0.21434622598142414	0.44733446807378907	0.7732793048879761	0.04236568759258705	0.04447712622705177	0.7422558556357688	-0.07295345812611317
4	0.3032544801790744	-0.4208628554063302	0.49455230394007577	-0.026149829673023012	0.19368742744229353	0.6470180763063935	0.5795557487873166	0.20862354874708497	0.6214295991948251	0.10212574215029066	0.7162962144639949	0.5159399417727374	0.00048289421608660454	-0.0834676613030835	0.5683182519042195	0.9518841987684592	0.28656618761305797	0.9511314908716371
5	0.6020236424263103	-0.37052511917990016	0.3701462093050054	0.0071833628160247465	0.6756539251569023	0.13877958513529828	0.1718149498229221	0.2069994768798966	0.3103015912645173	0.16152083898702538	-0.028879274133721045	0.8059146995699972	-0.10928790834099922	0.06294802606598984	0.8000538353091811	0.4090417157351375	0.05394660059827949	0.29158338456569355
6	0.6121827089789897	0.004466560885187154	0.5463368234508625	-0.07023110036180329	0.9815400140655728	0.34672003798385587	-0.06384547232765338	0.8867985501339726	0.6005024679331977	0.1939294169467605	-0.05159769023950972	0.25788368018017593	0.050112616452803016	0.9404791977051818	0.22754998736209717	0.14294686142054544	0.034233454754243525	0.6618301228797551
7	-0.1302505940137817	-0.16006098648139788	0.7624830458955705	0.22012428299055128	-0.02675252378738857	-0.12895983651840845	-0.1299990603872778	0.12526474754003233	0.6505763434205128	0.642798408892904	0.6507004319268208	0.015693549527459716	0.4970499731056869	0.595708077142335	0.3901477147047312	0.38587663954221574	0.187763664596497	0.14080478725743875
8	-0.34989138998680624	0.7716112108641477	-0.14779364968065592	0.17086794674488617	0.1631851294368403	0.4246932916186227	0.23977217064695225	0.0015138067284060919	0.46444098193305583	0.23199554813876974	0.32841486300284306	0.7196678424812953	0.2835484192154748	-0.10575523496189773	0.6900728304881186	0.5072983253321097	-0.11903843992199001	-0.09661072599829773
9	-0.08377485622922526	-0.21051724248077625	0.44973882981149527	0.5416290245053357	0.9287897642421179	-0.09656278836968636	0.3293980778721364	0.5940987031589104	0.7831314753331068	0.7076038030674983	0.7940038242867495	-0.12836565886596416	0.8659034290049696	0.3753128932395927	-0.03085625790873356	0.7597291080745937	0.346449047202641	0.307454756170503
10	0.9755308847356505	-0.39003537770527197	-0.04736498917160671	0.7271343745069259	0.9539507756231418	0.9106887733677371	0.2768791807443002	0.6270868485278058	-0.0764650946339989	-0.11573663610045604	0.43956944923347097	0.824542309115402	0.4040750395031979	-0.005485044279254392	0.9576613150457716	0.6559867515250271	0.9328808619822935	0.6024943470874958
11	0.13729630021318628	0.9229630396057349	0.7067764847563542	0.8965882088910229	0.5674423233985023	-0.03852839422962251	0.4520876291452639	0.7367703721730804	0.9350556522492437	0.21511556364984544	-0.14918872756060156	0.7615175731934554	0.20710336745937727	0.25581130591436796	0.7518414775147833	0.5329478544212388	0.9208694809902787	0.05906997761150612
12	0.47746442613570095	0.022184919189178753	-0.0530981012667318	-0.08090160456295101	0.01561651284030724	0.6189047955792596	0.08680576140288873	0.5584742239676707	-0.11229711675112712	0.6593909290961271	-0.14168142632620284	0.03012208263238933	0.899180269054094	0.39925487113396885	0.7406815211409438	0.7424274321242497	0.5766441061969182	0.3839457314264991
13	-0.27840188593665943	-0.48276604750637897	0.8222103771703727	0.63577171589411	0.7650162738607197	0.21785920123261557	0.8019635075277903	0.7799661314052336	0.2877666486475061	0.7510073535179062	0.12053304107772314	0.16733051953833247	0.6851384813682428	0.43904428749709157	0.5517513084740934	0.27699779352820075	0.2582271633812233	0.07255995526910575
14	0.7018746901711055	0.5897165250991616	0.8962816785341869	0.8095011502367534	0.6194921690393054	0.6758089809513992	0.8547736537049253	0.9645102358140092	0.35340493307293086	0.39221787680231446	0.3692781797214292	0.2790106609201837	0.2743973523476122	0.8622521046708989	0.8504900194650582	0.9020562741280194	0.2512823880302495	0.13723447322267437
